primaryKey,genre,popularity,year,revenue,runtime,vote_average,vote_count
The East,Drama,16.574756,13,2401510,116,6.5,305
Palo Alto,Drama,16.570708,14,0,100,6.4,348
Cat on a Hot Tin Roof,Drama,16.553594,58,17570324,108,7.6,165
Goal!: The Dream Begins,Drama,16.541791,5,27610873,118,6.6,238
High School Musical,Comedy,16.536374,6,0,98,6.1,1000
Letters to Juliet,Comedy,16.52083,10,0,105,6.6,796
Getaway,Action,16.520516,13,10501938,90,4.9,246
Friday the 13th Part 2,Horror,16.517777,81,21722776,87,6,315
The Tale of Despereaux,Adventure,16.493576,8,50877145,93,5.8,258
It's Complicated,Comedy,16.479851,9,219103655,121,6.2,360
The Quick and the Dead,Action,16.473355,95,18552460,107,6.3,427
Mortal Kombat,Action,16.470895,95,122195920,101,5.4,442
The Campaign,Comedy,16.460356,12,104907746,85,5.6,578
Killer Joe,Crime,16.436178,11,3665069,102,6.5,425
Cirque du Freak: The Vampire's Assistant,Adventure,16.424807,9,28169671,109,5.5,348
Little Women,Drama,16.418639,94,0,115,7,215
Ransom,Action,16.411345,96,309492681,117,6.4,470
Arbitrage,Drama,16.40512,12,35485056,100,6.1,294
The Odd Life of Timothy Green,Fantasy,16.394452,12,51854875,105,6.5,386
Stepmom,Drama,16.368283,98,0,124,6.9,277
The Collection,Horror,16.361743,12,6842058,94,5.9,289
The Young Victoria,Drama,16.343317,9,27409889,105,7,322
Danny Collins,Comedy,16.318608,15,10835752,107,6.6,183
Super Troopers,Comedy,16.312803,1,18492362,100,6.6,362
The Haunted Mansion,Thriller,16.302378,3,182290266,99,5.2,466
Stormbreaker,Adventure,16.282962,6,23937870,93,5.1,213
Days of Thunder,Adventure,16.278022,90,157920733,107,5.9,353
Baahubali: The Beginning,Action,16.254032,15,100000000,159,7.5,135
Shanghai Knights,Action,16.251204,3,88323487,115,6,692
Sleepers,Crime,16.245068,96,165615285,147,7.3,715
Disaster Movie,Action,16.238961,8,14109284,87,3,240
The Santa Clause,Fantasy,16.234053,94,189833357,97,6.3,489
Fahrenheit 9/11,Documentary,16.20985,4,119114517,122,6.8,397
Star Trek VI: The Undiscovered Country,Science Fiction,16.188572,91,96900000,113,6.7,413
Young Adult,Comedy,16.183746,11,22939027,94,5.6,364
She's Out of My League,Comedy,16.176976,10,49779728,104,5.9,525
Murder by Numbers,Crime,16.167093,2,56714147,120,6,268
The Fisher King,Comedy,16.146572,91,41895491,137,7.2,341
Mallrats,Romance,16.139771,95,2122561,94,6.8,392
Brí_no,Comedy,16.122168,9,0,83,5.4,518
Glory,War,16.102271,89,26828365,122,7.4,383
Appaloosa,Drama,16.074397,8,20211394,115,6.3,299
Crocodile Dundee,Adventure,16.072466,86,328203506,97,6.3,503
Quest for Camelot,Fantasy,16.059443,98,38172500,86,6.9,190
Mission to Mars,Science Fiction,16.058284,0,60874615,114,5.7,369
Clueless,Comedy,16.051328,95,0,97,6.9,803
"Lock, Stock and Two Smoking Barrels",Comedy,16.032594,98,3897569,105,7.5,1648
My Big Fat Greek Wedding 2,Romance,16.027955,16,88923251,94,5.5,322
On the Waterfront,Crime,16.015599,54,9600000,108,8,357
Frailty,Drama,16.003958,1,13110448,100,7,334
Out of Sight,Romance,16.000178,98,77745568,123,6.5,333
The Dukes of Hazzard,Action,15.98212,5,110803676,104,5.1,316
The French Connection,Action,15.978136,71,41158757,104,7.4,422
Joe Dirt,Mystery,15.976335,1,30987695,91,5.5,242
Punch-Drunk Love,Comedy,15.960916,2,17000000,95,6.9,530
The Wolverine,Action,15.953444,13,415440673,126,6.3,4053
The Peacemaker,Action,15.931084,97,0,124,5.8,255
Caddyshack,Comedy,15.929648,80,39846344,98,6.6,365
Black Knight,Adventure,15.913783,1,0,95,5.1,287
"Big Mommas: Like Father, Like Son",Crime,15.901137,11,83615414,107,5.3,313
Top Five,Drama,15.896312,14,25434291,102,6.3,210
Arachnophobia,Comedy,15.895661,90,53208180,103,6.2,433
Ultraviolet,Science Fiction,15.89534,6,31070211,87,4.8,458
Dead Man Walking,Drama,15.864928,95,39363635,122,7.3,337
The Long Kiss Goodnight,Crime,15.858629,96,89456761,120,6.5,314
What Lies Beneath,Drama,15.835672,0,155464351,130,6.3,488
Lars and the Real Girl,Comedy,15.817096,7,11293663,106,7.1,509
A Turtle's Tale: Sammy's Adventures,Animation,15.805449,10,0,88,5.6,151
The Covenant,Action,15.804814,6,37597471,97,5.2,288
This Is It,Music,15.798622,9,0,111,6.7,247
No Reservations,Comedy,15.794946,7,92601050,104,6.1,327
The Unborn,Horror,15.788784,9,76514050,87,4.8,365
Space Cowboys,Action,15.772081,0,128884132,130,6.3,403
Exorcist: The Beginning,Horror,15.761384,4,78000586,114,4.7,183
Tusk,Comedy,15.754614,14,1826705,102,5.1,366
The Skeleton Twins,Drama,15.699363,14,5284309,90,6.7,292
Our Idiot Brother,Comedy,15.688439,11,17273593,90,5.9,365
Dumb and Dumberer: When Harry Met Lloyd,Comedy,15.67747,3,39267515,85,4.1,210
In the Valley of Elah,History,15.676123,7,29541790,124,6.6,261
The Invasion,Science Fiction,15.673154,7,15071514,99,5.7,359
12 Rounds,Action,15.66135,9,17280326,108,5.7,220
Sliding Doors,Comedy,15.639016,98,58000000,99,6.5,354
K-19: The Widowmaker,Drama,15.625949,2,35168966,138,6.1,264
Open Water,Drama,15.611857,4,54667954,79,5.4,315
Duplex,Action,15.590001,3,19322135,89,5.9,482
Get Shorty,Comedy,15.585138,95,115101622,105,6.4,302
Do the Right Thing,Drama,15.580335,89,37295445,120,7.6,292
Bringing Out the Dead,Drama,15.560918,99,0,121,6.6,225
Boys Don't Cry,Crime,15.557144,99,11540607,118,7.2,353
Mandela: Long Walk to Freedom,Drama,15.50957,13,27330000,141,6.5,224
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,15.505137,91,78000000,88,5.8,286
Frances Ha,Comedy,15.492257,13,4069826,86,7.2,345
Crocodile Dundee II,Adventure,15.474831,88,239606210,110,5.5,303
Everybody's Fine,Drama,15.440465,9,0,99,6.5,284
The Last Castle,Action,15.433244,1,27642707,131,7,285
In the Name of the King: A Dungeon Siege Tale,Adventure,15.406173,7,0,127,4.1,224
My Best Friend's Wedding,Comedy,15.401855,97,299288605,105,6.3,584
In Good Company,Comedy,15.376391,4,0,109,5.9,194
Bound,Crime,15.359952,96,7011317,108,6.9,198
The Remains of the Day,Drama,15.355589,93,23237911,134,7.5,202
The Sentinel,Action,15.352807,6,77920346,108,5.8,225
Diary of the Dead,Horror,15.351412,7,5364858,95,5.4,190
The Devil's Own,Crime,15.350451,97,140807547,107,5.9,290
Return to Never Land,Adventure,15.341196,2,109862682,72,6.1,290
The Kids Are All Right,Comedy,15.338211,10,34705850,106,6.5,506
Jane Got a Gun,Action,15.333575,16,1397284,98,5.4,285
Star Trek III: The Search for Spock,Science Fiction,15.314027,84,87000000,105,6.4,434
The Guilt Trip,Comedy,15.283444,12,41863726,95,5.4,284
The Straight Story,Drama,15.280261,99,0,112,7.7,306
Little White Lies,Comedy,15.279021,10,48531470,154,7.1,380
Elizabeth: The Golden Age,Drama,15.274137,7,74237563,114,6.6,303
Land of the Dead,Horror,15.262492,5,46770602,93,6,381
The Golden Child,Action,15.26213,86,79817939,94,5.6,304
Think Like a Man Too,Comedy,15.237142,14,70181428,105,6.4,225
Alfie,Comedy,15.219263,4,13395939,103,5.6,248
The Black Dahlia,Drama,15.213484,6,49111202,121,5.7,287
Cyrus,Comedy,15.212569,10,0,91,6.1,133
Armored,Action,15.21229,9,22942221,88,5.5,208
Bulletproof Monk,Action,15.20707,3,0,104,5.1,278
15 Minutes,Action,15.205371,1,56359980,120,5.7,191
Zathura: A Space Adventure,Family,15.194239,5,64321501,101,6.1,779
Funny Games,Horror,15.175289,7,7938872,112,6.3,545
Practical Magic,Drama,15.142701,98,46683377,104,6.3,338
The Cold Light of Day,Action,15.131867,12,16863583,93,4.8,271
A Christmas Story,Comedy,15.128316,83,19294144,94,7.4,344
The Muppet Christmas Carol,Comedy,15.085981,92,27281507,85,7.2,212
Heist,Crime,15.079993,15,4100000,93,5.6,318
Disclosure,Drama,15.064058,94,214015089,123,5.9,210
Drillbit Taylor,Comedy,15.055732,8,0,102,5.5,275
11:14,Crime,15.048067,3,0,86,6.8,206
The Legend of Drunken Master,Action,15.046612,94,0,102,7.2,242
Phenomenon,Drama,15.039407,96,152036382,123,6.2,323
"Food, Inc.",Documentary,15.017162,8,0,94,7.4,217
The To Do List,Comedy,15.017068,13,3566225,104,5.5,342
Wish I Was Here,Drama,15.015271,14,5483299,120,6.4,300
To Rome with Love,Romance,15.013386,12,73244881,111,5.6,546
Secret in Their Eyes,Crime,15.012237,15,34854990,111,6.2,336
Secondhand Lions,Comedy,15.011624,3,0,111,6.9,260
Police Academy,Comedy,15.002502,84,146198896,96,6.5,602
Out of Time,Thriller,14.993459,3,55495563,105,6.1,298
Stigmata,Horror,14.993169,99,50041732,103,6,242
The Words,Drama,14.988746,12,13231461,96,6.4,379
The Joneses,Comedy,14.979375,9,7022728,96,6.1,210
The Wild Bunch,Adventure,14.970654,69,638641,145,7.6,259
Enough Said,Comedy,14.969093,13,25288872,93,6.6,348
The Return of the Living Dead,Comedy,14.961629,85,14237000,91,7.3,267
The Wedding Planner,Comedy,14.949395,1,94728529,103,5.5,427
Fifty Shades of Black,Romance,14.947588,16,21164799,92,4.3,331
Slow West,Romance,14.936661,15,229094,84,6.6,367
I Heart Huckabees,Comedy,14.925633,4,0,106,6.2,239
The Ice Storm,Drama,14.916264,97,8038061,112,6.9,176
"Run, Fatboy, Run",Comedy,14.905357,7,33000000,100,6.2,238
That Thing You Do!,Comedy,14.885388,96,34585416,108,6.8,225
A Streetcar Named Desire,Drama,14.884756,51,8000000,125,7.6,281
Proof of Life,Action,14.866901,0,0,135,6,208
Underdogs,Animation,14.866351,13,24000000,106,6,122
The Debt,Drama,14.857884,10,45636368,113,6.3,257
The Spirit,Action,14.84856,8,39031337,103,4.7,320
Shortbus,Romance,14.846001,6,5179037,101,6.3,140
The Last Exorcism,Horror,14.838986,10,67738090,87,5.6,328
Red Cliff,Adventure,14.8375,8,127814609,150,7.1,205
The Replacements,Comedy,14.837288,0,0,118,6.1,203
Original Sin,Drama,14.831402,1,35402320,118,5.8,198
Seabiscuit,Drama,14.824166,3,148336445,141,6.7,216
Whiteout,Action,14.818718,9,12206028,101,5.3,220
My Boss's Daughter,Comedy,14.813614,3,0,83,4.4,180
Bangkok Dangerous,Action,14.813057,8,42487390,99,5,332
Muppets Most Wanted,Comedy,14.808304,14,80383290,112,6.2,316
Sling Blade,Drama,14.805264,96,24475416,135,7.4,231
Before Sunset,Drama,14.799323,4,15992615,80,7.6,718
Little Miss Sunshine,Comedy,14.793177,6,100523181,102,7.5,1686
Spy Kids: All the Time in the World,Family,14.788073,11,85564310,89,4.4,222
The Dilemma,Comedy,14.780634,11,67112664,111,5.2,304
Time Bandits,Family,14.779537,81,42365581,116,6.6,249
Star Trek: Generations,Science Fiction,14.779041,94,120000000,118,6.4,452
Road Trip,Comedy,14.759948,0,119754278,93,5.9,542
Bring It On,Comedy,14.754281,0,90449929,98,5.8,568
Jackass: The Movie,Documentary,14.752587,2,64282312,87,6.1,345
Devil's Due,Horror,14.741589,14,36433975,89,4.4,216
The Mothman Prophecies,Drama,14.733513,2,55157539,119,6.1,305
New Nightmare,Horror,14.730796,94,18090181,112,6.4,291
The Whole Ten Yards,Comedy,14.729386,4,26155781,98,5.5,278
Space Pirate Captain Harlock,Animation,14.726338,13,17137302,115,6.5,356
RoboCop 3,Action,14.725467,93,10696210,104,4.2,305
Into the Blue,Action,14.723467,5,44434439,110,5.8,458
My Name Is Khan,Drama,14.719886,10,42345360,145,7.7,232
Jersey Girl,Comedy,14.699342,4,36098382,102,5.8,325
The Last Temptation of Christ,Drama,14.672151,88,8373585,164,7,201
The Medallion,Thriller,14.653718,3,0,88,5.3,281
Extract,Comedy,14.652342,9,10848783,92,5.7,192
The Santa Clause 2,Fantasy,14.646884,2,172855065,104,5.5,297
Nacho Libre,Comedy,14.642055,6,80197993,92,5.6,359
The Spy Next Door,Action,14.639324,10,45236543,94,5.5,345
Trash,Adventure,14.637357,14,0,112,7.1,242
The Proposition,Action,14.617944,5,5048693,104,7.1,218
On the Road,Adventure,14.613152,12,8784318,137,5.5,301
Parental Guidance,Comedy,14.604911,12,119772232,104,5.7,210
Super Mario Bros.,Adventure,14.587367,93,20915465,104,4,232
The Three Stooges,Comedy,14.585968,12,54819301,92,4.9,140
Pale Rider,Romance,14.574995,85,41410568,115,7,251
After.Life,Drama,14.570359,10,3606395,104,5.4,251
Universal Soldier: The Return,Action,14.566664,99,10667893,82,4.2,135
The Postman,Drama,14.564667,97,17626234,177,6.1,299
"It's a Mad, Mad, Mad, Mad World",Action,14.562991,63,60000000,163,7,140
Don't Be Afraid of the Dark,Fantasy,14.562197,10,36993168,99,5.4,341
Dogma,Fantasy,14.543435,99,30652890,130,6.8,823
Fantasia 2000,Animation,14.530946,99,90874570,74,7,292
Serendipity,Comedy,14.530803,1,77516304,90,6.6,521
Zulu,Crime,14.529496,13,0,110,6.7,172
We Own the Night,Drama,14.518708,7,54926886,117,6.5,323
The Fog,Horror,14.518598,80,21378361,89,6.4,311
Showgirls,Drama,14.513305,95,20350754,128,4.9,256
Alex Cross,Action,14.513243,12,30353232,101,5.1,300
The Lords of Salem,Horror,14.504326,12,1165882,101,5.1,242
License to Wed,Comedy,14.503568,7,69307224,91,5.2,253
Alive,Action,14.48851,93,36733909,120,6.7,374
Dreamgirls,Drama,14.486311,6,154937680,134,6.6,284
Dangerous Liaisons,Drama,14.480628,88,34670720,119,7,257
White Noise,Drama,14.447723,5,91196419,101,5.6,261
Titan A.E.,Animation,14.44381,0,36754634,94,6.3,313
Free Birds,Animation,14.414937,13,110000000,91,5.7,254
Did You Hear About the Morgans?,Comedy,14.403696,9,85280250,103,5.1,276
RiŚ˘hie RiŚ˘h,Comedy,14.398356,94,0,95,5.4,415
The Innkeepers,Horror,14.386807,11,78396,102,5.4,219
Unfaithful,Thriller,14.382253,2,119137784,124,6.3,276
Dark Water,Drama,14.376463,5,25473093,105,5.3,274
Ladyhawke,Adventure,14.370111,85,18432000,121,6.8,260
Nim's Island,Adventure,14.353279,8,100076342,96,5.6,330
Rachel Getting Married,Drama,14.345428,8,0,113,6.1,163
Bride of Chucky,Horror,14.340095,98,50671850,89,5.5,350
Man on Wire,Thriller,14.331992,8,2957978,94,7.5,275
Diary of a Wimpy Kid: Rodrick Rules,Family,14.329891,11,72417394,99,6.3,238
Beerfest,Comedy,14.304444,6,19179969,110,5.8,172
Edtv,Comedy,14.298297,99,0,122,5.7,166
History of the World: Part I,Comedy,14.282314,81,31672907,92,6.5,204
El Mariachi,Action,14.269792,92,2040920,81,6.6,238
Hart's War,Drama,14.244518,2,32287044,125,5.9,241
"For a Good Time, Call...",Comedy,14.238376,12,1243961,85,5.8,110
Shall We Dance?,Drama,14.231899,4,170128460,107,5.9,297
Copycat,Drama,14.211699,95,0,124,6.4,194
Spanglish,Comedy,14.209329,4,55041367,130,5.8,369
Friday the 13th Part III,Horror,14.206525,82,36690067,95,5.7,254
Jersey Boys,Music,14.199933,14,67347013,134,6.8,255
The Family Stone,Comedy,14.190837,5,0,103,6.2,249
The Hudsucker Proxy,Comedy,14.188982,94,0,111,7.1,275
Zambezia,Comedy,14.182301,12,0,83,5.3,68
40 Days and 40 Nights,Comedy,14.18136,2,0,94,5.2,297
Elizabeth,Drama,14.179538,98,82150642,124,7.1,334
Barbarella,Science Fiction,14.171759,68,2500000,98,5.7,146
Draft Day,Drama,14.17009,14,28831145,109,6.5,304
"I Love You, Beth Cooper",Comedy,14.15192,9,0,102,5.1,197
Now Is Good,Drama,14.142073,12,0,103,7.3,371
An Inconvenient Truth,Documentary,14.139004,6,46243000,100,6.7,251
Max,Adventure,14.136476,15,43967255,111,6.8,276
Charlotte's Web,Comedy,14.132583,6,144000000,97,5.8,288
After the Sunset,Action,14.113066,4,61347797,97,6,226
Bad Words,Comedy,14.105392,13,7800000,88,6.4,334
Sicko,Documentary,14.098952,7,24538513,123,7.3,235
Bad Company,Action,14.086292,2,65977295,116,5.4,228
Waltz with Bashir,Drama,14.08251,8,11125849,90,7.8,291
Ghost World,Comedy,14.072941,1,0,111,7.1,426
Valiant,Animation,14.051852,5,19478106,76,5.2,235
High Crimes,Drama,14.046705,2,63781810,115,6.1,184
Touching the Void,Documentary,14.045887,3,13885802,106,7.6,138
Monster's Ball,Drama,14.042041,1,44909486,111,6.5,250
Polisse,Drama,14.038703,11,20374201,127,7.9,285
MacGruber,Action,14.038512,10,6110000,90,5.1,179
The Weather Man,Comedy,14.031377,5,12482775,101,6,289
Something Borrowed,Comedy,14.029012,11,59901913,112,5.9,296
"McFarland, USA",Drama,14.023082,15,45710059,128,7.4,213
The Lunchbox,Drama,14.017809,13,4235151,104,7.3,221
Friday the 13th: The Final Chapter,Horror,14.013414,84,32980880,91,5.9,237
New in Town,Comedy,13.987772,9,29010817,97,5.2,99
Swingers,Comedy,13.971674,96,4505922,94,6.8,253
Joyeux Noí‚l,Romance,13.960945,5,17709155,116,7.2,212
The Triplets of Belleville,Adventure,13.944645,3,1477676,80,7.3,231
Glengarry Glen Ross,Crime,13.939054,92,10725228,100,7.5,323
Heartbreakers,Crime,13.932203,1,0,123,5.7,254
Biutiful,Drama,13.930763,10,25147786,148,7,291
The Railway Man,Drama,13.916583,13,22309223,116,6.7,273
The Grudge 2,Horror,13.906944,6,39143839,102,5.2,283
Black Book,Drama,13.906611,6,26193068,145,7.2,277
Out of Africa,Drama,13.864975,85,128499205,161,7,279
Wyatt Earp,Drama,13.859307,94,25052000,191,6.5,202
Days of Heaven,Drama,13.857194,78,0,94,7.6,234
The Beaver,Drama,13.847872,11,970816,91,6.3,276
The Immigrant,Drama,13.832464,13,5867686,117,6.2,250
The Rocker,Comedy,13.832376,8,8762890,102,5.6,156
Grosse Pointe Blank,Action,13.817269,97,28084357,107,6.9,275
Red Planet,Thriller,13.800656,0,33463969,106,5.4,267
Hannah Montana: The Movie,Comedy,13.788422,9,155545279,102,6,449
The Squid and the Whale,Comedy,13.788054,5,11098131,81,6.9,226
The Animal,Action,13.786075,1,84772742,84,4.6,304
Wolf,Fantasy,13.758526,94,0,125,6,216
The Ruins,Drama,13.715715,8,0,91,5.6,265
Old Dogs,Comedy,13.707843,9,92219310,88,5.2,210
Aliens in the Attic,Adventure,13.707183,9,57881056,86,5.3,244
My Bloody Valentine,Mystery,13.706357,9,100734718,101,5.3,299
Furry Vengeance,Comedy,13.668633,10,39340177,92,4.6,149
House on Haunted Hill,Horror,13.664614,99,40846082,93,5.5,209
Creepshow,Horror,13.661289,82,21028755,120,6.7,226
Kung Fu Hustle,Action,13.658985,4,100914445,99,7.2,831
Snow Dogs,Adventure,13.655735,2,0,99,5.3,185
The Diving Bell and the Butterfly,Drama,13.65494,7,19777647,112,7.4,283
Hesher,Drama,13.635828,10,382946,106,6.7,212
Duplicity,Romance,13.630049,9,60000000,125,5.7,201
Blow Out,Drama,13.628601,81,12000000,108,7.3,236
Chasing Mavericks,Drama,13.621201,12,0,117,7,216
Going the Distance,Comedy,13.611544,10,42045846,102,6,262
Are We There Yet?,Adventure,13.590677,5,97918663,95,5.2,221
Wag the Dog,Comedy,13.581966,97,64256513,97,6.7,270
Absolute Power,Crime,13.576765,97,50068310,121,6.4,223
Promised Land,Drama,13.568302,12,8138788,106,6,243
Dr. Dolittle 2,Comedy,13.543053,1,176104344,87,4.9,410
The New Guy,Comedy,13.525704,2,0,88,5.7,151
The Boondock Saints II: All Saints Day,Action,13.517017,9,10629321,118,5.9,261
Basic Instinct 2,Crime,13.483387,6,38629478,114,4.6,180
Election,Comedy,13.476596,99,0,99,6.7,270
Love Happens,Drama,13.472365,9,36133014,109,5.6,180
Youth in Revolt,Drama,13.462544,9,0,87,5.9,319
The Outsiders,Crime,13.455373,83,33697647,91,6.9,291
The Reaping,Horror,13.445697,7,62771059,99,5.4,205
The Class,Drama,13.437038,8,28814580,128,6.8,174
Just Like Heaven,Comedy,13.43573,5,102854431,95,6.5,579
Cadillac Records,Drama,13.427427,8,0,109,6.9,86
Diary of a Wimpy Kid: Dog Days,Comedy,13.410919,12,77112176,94,6,223
The Damned United,Drama,13.409125,9,0,97,7.2,152
The International,Drama,13.391833,9,60161391,118,6,368
Hereafter,Drama,13.365715,10,105197635,129,5.8,510
Antwone Fisher,Drama,13.349012,2,23367586,120,6.7,137
Judgment at Nuremberg,Drama,13.338539,61,10000000,186,7.6,155
Anna and the King,Drama,13.327372,99,0,148,6.4,197
Vertical Limit,Action,13.318744,0,215663859,124,5.9,283
Battle for the Planet of the Apes,Action,13.315383,73,8844595,93,5.5,215
Timecop,Thriller,13.308127,94,101646581,99,5.5,282
Raising Helen,Drama,13.298205,4,49718611,119,5.9,189
Kids,Drama,13.291991,95,7412216,91,6.8,279
Ice Princess,Drama,13.288177,5,27645491,98,5.9,185
Machine Gun Preacher,Action,13.268936,11,2527904,129,6.4,286
I Spy,Action,13.267631,2,33561137,97,5.2,269
Ida,Drama,13.265432,13,10700000,80,7.1,260
Hotel for Dogs,Comedy,13.25753,9,73034460,100,5.7,202
Cleopatra,Drama,13.244365,63,71000000,248,6.7,146
All About Steve,Comedy,13.237835,9,40105542,99,4.7,295
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,13.223111,72,18016290,88,6.6,215
Grave Encounters,Thriller,13.222268,11,0,92,6.1,381
The Love Guru,Comedy,13.218008,8,41819064,87,4.3,242
The Island of Dr. Moreau,Fantasy,13.210898,96,49627779,96,4.6,147
Bowfinger,Comedy,13.191829,99,0,97,6,254
Flyboys,Action,13.155999,6,17800000,140,6.3,271
The Devil Inside,Thriller,13.152822,12,101758490,83,4.6,262
Ghosts of Mars,Action,13.145205,1,14010832,98,4.8,296
It's Kind of a Funny Story,Comedy,13.143045,10,6491240,101,6.9,672
White Fang,Action,13.13724,91,34793160,107,6.5,135
A Thousand Words,Drama,13.119133,12,22044277,91,6,373
Butterfly on a Wheel,Crime,13.118983,7,0,95,6.3,130
Under Siege 2: Dark Territory,Action,13.080725,95,104324083,100,5.6,210
Get on Up,Drama,13.064264,14,31911598,139,6.4,158
The Spanish Apartment,Drama,13.034602,2,3897799,122,7,266
I'm Not There.,Drama,13.032308,7,4001121,135,6.6,195
Harsh Times,Crime,12.999023,5,5967038,120,6.3,197
Troll Hunter,Fantasy,12.982319,10,4159678,103,6.7,583
Courage Under Fire,Drama,12.971122,96,100860818,117,6.2,232
Hope Springs,Drama,12.967137,12,114281051,100,5.8,284
National Lampoon's Loaded Weapon 1,Comedy,12.963328,93,0,84,5.7,157
Mystery Men,Adventure,12.948627,99,29762011,121,5.7,250
Halloween II,Horror,12.929525,9,39421467,105,5.1,267
Heavy Metal,Animation,12.928269,81,0,90,6.2,148
Our Brand Is Crisis,Comedy,12.921594,15,7002261,108,5.8,195
Friday the 13th Part VIII: Jason Takes Manhattan,Horror,12.904615,89,14000000,100,4.8,191
Twilight Zone: The Movie,Drama,12.902975,83,29450919,101,6.2,161
Severance,Horror,12.898984,6,0,96,6.4,169
The Death and Life of Bobby Z,Drama,12.893219,7,413454,97,5.8,103
Porky's,Comedy,12.891276,81,125728258,94,6.1,183
Saving Silverman,Comedy,12.887673,1,19351569,90,5.4,154
Get Rich or Die Tryin',Drama,12.885985,5,46442528,117,6.3,186
Harley Davidson and the Marlboro Man,Action,12.869436,91,7434726,98,6.1,82
The Horse Whisperer,Drama,12.867352,98,186883563,170,6.7,292
Thunder and the House of Magic,Family,12.867326,13,0,85,6.3,121
Doctor Zhivago,Drama,12.854853,65,111858363,197,7.4,247
Cradle 2 the Grave,Action,12.837116,3,56489558,101,5.8,236
Your Sister's Sister,Drama,12.833247,11,3200000,90,6.5,137
The Veil,Horror,12.822534,16,0,93,4.5,118
Midnight Run,Adventure,12.821329,88,38413606,126,7.2,238
Arlington Road,Drama,12.819447,99,0,117,7,239
Dead Man's Shoes,Drama,12.818441,4,0,90,7.2,151
In the Land of Women,Romance,12.792446,7,17500000,97,5.8,160
DOA: Dead or Alive,Adventure,12.790408,6,480314,87,5,205
Samsara,Drama,12.781973,11,0,102,8,167
North Country,Drama,12.779201,5,25224242,126,6.8,125
Jaws: The Revenge,Adventure,12.777008,87,51881013,89,3.5,224
"Synecdoche, New York",Drama,12.761176,8,0,124,7.4,278
Blood Ties,Thriller,12.756344,13,2415472,128,6,171
Red Sonja,Adventure,12.752463,85,6948633,89,5,206
Rendition,Drama,12.741073,7,24748670,120,6.2,205
Jimmy Neutron: Boy Genius,Action,12.739721,1,80936232,83,5.6,231
A Night at the Roxbury,Comedy,12.709227,98,30331165,81,5.9,198
Carriers,Action,12.708963,9,5802422,84,5.8,282
The Art of Getting By,Drama,12.690224,11,1406224,83,6.5,415
Fish Tank,Drama,12.68672,9,2357852,123,6.9,250
Bernie,Comedy,12.68514,12,9206470,100,6.5,320
Untraceable,Drama,12.677505,8,32483410,101,5.9,238
Hatchet,Comedy,12.677016,6,0,83,5.7,159
D-Tox,Action,12.669778,2,6416302,96,5.3,123
2046,Fantasy,12.664787,4,19271312,129,6.9,206
A Nightmare on Elm Street 5: The Dream Child,Horror,12.654051,89,22168359,89,5.5,245
Seed of Chucky,Drama,12.653831,4,24829644,87,4.9,287
Death Sentence,Action,12.643703,7,16974459,105,6.5,297
Friday the 13th: A New Beginning,Horror,12.639469,85,21930418,92,5.1,196
The Relic,Horror,12.621769,97,33956608,110,5.8,130
Beavis and Butt-Head Do America,Animation,12.60629,96,0,81,6.5,168
Daddy Day Camp,Comedy,12.601677,7,18197398,89,4.4,91
Exit Wounds,Action,12.601306,1,79958599,101,5.3,110
Talladega Nights: The Ballad of Ricky Bobby,Comedy,12.599836,6,162966177,116,6.2,491
Notes on a Scandal,Drama,12.576381,6,49469904,92,6.9,235
Demonic,Thriller,12.564554,15,3387000,83,4.9,148
Fair Game,Drama,12.54949,10,24188922,108,6.5,235
Ordinary People,Drama,12.541983,80,0,124,7.4,145
Night Watch,Fantasy,12.540624,4,32000000,114,6.3,210
The Andromeda Strain,Science Fiction,12.524953,71,12376563,131,7,190
The Flowers of War,Drama,12.516546,11,95311434,145,7.1,187
Stake Land,Drama,12.496261,10,33245,98,6.2,285
The Pledge,Crime,12.495436,1,29400000,123,6.5,215
Beasts of the Southern Wild,Drama,12.471239,12,21107746,93,6.8,403
The Merchant of Venice,Drama,12.467267,4,0,138,6.7,144
You Will Meet a Tall Dark Stranger,Comedy,12.4654,10,0,98,5.8,251
The Ghost and the Darkness,Adventure,12.46525,96,75000000,109,6.4,236
One Missed Call,Horror,12.458131,8,0,87,4.7,171
Stone,Drama,12.445176,10,9479718,105,5.2,192
Whale Rider,Drama,12.439495,3,41400000,101,7.1,111
The First Great Train Robbery,Thriller,12.434688,79,0,110,6.6,74
Little Man,Comedy,12.421504,6,101595121,98,5.3,261
Everyone Says I Love You,Music,12.379781,96,0,101,6.5,147
Half Nelson,Drama,12.378031,6,4911725,107,6.5,240
CJ7,Comedy,12.373248,8,47301471,86,6.1,107
The River Wild,Action,12.362876,94,0,111,6.1,210
Mars Needs Moms,Adventure,12.362599,11,38992758,88,5.5,199
Flash Gordon,Science Fiction,12.343507,80,27107960,111,6.1,233
Imagine That,Comedy,12.340384,9,0,107,5.7,134
Three Men and a Baby,Family,12.335827,87,0,102,5.8,253
Find Me Guilty,Drama,12.321302,6,2636637,125,6.5,138
Ironclad,Romance,12.31708,11,0,121,6.2,227
Nine 1/2 Weeks,Drama,12.313143,86,6735922,117,5.8,177
